,lyric,famous_word,total_words,percent_originality,genre
842,preciso tanto chance sei chão lugar cansado desta escuridão espero clamo filho davi queria tanto olhar pro céu contemplar grandeza deus diferente atitude tomé quero ver porque creio porque fé ô queria tanto receber cura milagre quero ver gritarei nome muita fé atenderá colocará pé abra abra olhos dá visão preciso ver quero ver faz milagre abra abra olhos dá visão preciso ver quero ver faz milagre toca toca olhos abra olhos quero olhar face sonho ver glória viver glória sonho atenda abra abra olhos dá visão preciso ver quero ver fez milagre abra abra olhos dá visão preciso ver quero ver fez milagre abra abra olhos dá visão preciso ver quero ver chance chance,ver,115,43.48,gospel
843,noite chegou clamar medo chegou chorar palavra diz choro pode noite durar manhã alegria virá senhor noite longa demora passar inimigos zombar mim porém olho céu onde virá socorro então ouço doce voz acalmar contigo deixarei durante noite voz ouvirei passo noite contigo pra guardar manhã promessa vida cumprirá deus dia deus noite madrugada abrigo contigo deixarei,noite,57,77.19,gospel
844,lembro infância dá vontade chorar pão manhã ás vezes jantar mãos cansadas calejadas produziam alimento oh mãe lembro tão pouco pouco deus faz acontecer olhando assim tão justa decidiu enobrecer fé bem maior medo havia mim és base história pra mim quantas vezes brincava estavas orar quantas vezes sorria choro lá subindo direção céu movendo coração deus buscando bençãos pra mim trazendo bençãos pra mim mamãe mamãe,mim,67,79.1,gospel
845,dará ombro amigo precisar cair vacilar vai levantar vai ouvir mundo puder entender deus escolheu pra ser melhor amigo pudesse ter amigos pra sempre bons amigos nasceram fé amigos pra sempre sempre amigos sim deus quiser vai acolher indecisão perder caminho dará mão deus consagrou sermos bons amigos coração estarei aqui tudo parecer solução peço deus guarde guarde abençoe mostre face dê paz,amigos,63,73.02,gospel
846,senhor oração tornou sequidão tornou deserto adoração passa canções palavras repetidas abre céus senhor deixa chuva descer terra seca aqui terra seca deixa água descer deixa chuva molhar encharcar encharcar terra seca,deixa,32,65.62,gospel
847,venho falar deus tremendo cima céus santo verdadeiro herói guerreiro deus israel deus aí pode sentir glória envolver lugar agora nesta nuvem conheça deste deus vida certeza irá mudar refrão abaixa ver terra nunca perdeu sequer guerra derrota inimigo povo arranca doença deixa tudo novo ordena faz mar abrir operando vai resistir passeia crente dentro fornalha sistema nunca falha primeira vez inferno treme fala apenas repetição esmaga inimigo derruba muralha ordena terra pára hoje vida vai mudar sinta aí onde estás vai vai hoje vida vai mudar x erga mão adore nesta hora chega derrota agora vitória x,vai,98,78.57,gospel
848,estrangeiros cansados andar procurando abrigo terra lar possamos ouvir voz ecoando corações lança pó glória faz trono canção povo santa nação sacerdócio eterno pó desse chão possamos ouvir voz ecoando corações lança pó glória faz trono canção aleluia aleluia aleluia deus cantamos aleluia aleluia aleluia deus pó desse chão pai faz trono canção lança pó glória faz trono canção aleluia aleluia aleluia deus faz trono canção,aleluia,66,43.94,gospel
849,senhor deus maravilhado fico pensar obras mãos céu azul estrelas pontilhado poder mostrando criação então minh'alma canta ti senhor quão grande és então minh alma canta ti senhor quão grande és vagar matas florestas passaredo alegre ouço cantar cruzando montes vales florestas poder mostrando criação então minh'alma canta ti senhor quão grande és então minh'alma canta ti senhor quão grande és medir amor tão grande filho dando mundo pra salvar cruz verteu precioso sangue minh'alma pôde assim purificar então minh'alma canta ti senhor quão grande és então minh'alma canta ti senhor quão grande és enfim jesus vier glória lar celeste então transportar adorarei prostrado sempre quão grande és deus cantar então minh'alma canta ti senhor quão grande és então minh'alma canta ti senhor quão grande és,grande,126,46.03,gospel
850,mãos concha medem águas mar terra ilha pequena diante olhar faz estrelas pra encantar faz baleias nome adorar faz todo ser respira nome louvar ninguém mover faz pedras clamarem faz desfaz atrai fonte fé imensurável indescritível trono céu descansa pés aqui deus imensurável deus acessível tão grande és assim habitas mim maior infinito resisto és universo encontro verso pra compor hino perfeito pois defeito ti deus,faz,66,84.85,gospel
851,mãe faz sentir vida bela colorida faz mundo bem melhor mãe pagar amor pra dá toda dedicação amo mãe amor ligação eterna união amor ligação onde estará coração filha faz sentir vida bela colorida faz mundo bem melhor filha agradeço deus dedico dias ver crescer filha agradeço deus dedico dias ver crescer amor ligação eterna união amor ligação onde estará coração,amor,61,47.54,gospel
852,vou olhar atrás passou volta temerei virá esperança deus cada lágrima chorei cada sonho perdi coloco pés levanta senhor confio ti nada poderá afastar ti és fonte sustento amigo fiel confio ti nada poderá afastar ti todo tempo sei estás comigo amigo fiel,ti,43,76.74,gospel
853,dia anjo declarou eras cheia deus agora penso dizer cheia graça oh mãe cheia graça oh mãe agraciada palavra ensinou todos concordar gerações proclamar agora direi és bendita oh mãe és bendita oh mãe bem aventurada surgiu grande sinal céu mulher revestida sol lua debaixo pés cabeça coroa comparar perfeito criou criador coroou coroamos oh mãe coroamos oh mãe coroamos oh mãe rainha x,oh,64,68.75,gospel
854,merece flores joias bombons merece lua estrelas pois dom amar todo amor preocupa sabe cuida mim alegria dor abraço calor aquece inverno conselhos levaram pro caminho certo força sempre encorajou mim sempre acreditou posso tentar nunca vou pagar fez amar mãe todo dia dia pudesse daria caminhão flores todas cores céu inteiro mar todo dia dia pudesse escrevia todos lugares pra todos olharem amo amar amo amar ah ah amo amar ah ah enquanto respirar vou cuidar,amar,77,72.73,gospel
855,lembro encontrei tudo novo fez abraços senti fizeram prosseguir várias vezes caí levantou achava estar bem rendo rendo rendo rendo ti rendo rendo rendo ti toca mim novo enche novo vejo presença toca mim novo enche novo vejo presença,rendo,39,58.97,gospel
856,perto quero estar deus ti ainda dor una ti sempre suplicar perto quero estar perto quero estar deus ti andando triste aqui solidão paz descanso mim braços dão trevas vou sonhar perto quero estar perto quero estar deus ti minh'alma cantará ti senhor betel alçará padrão amor sempre rogar perto quero estar perto quero estar deus ti cristo enfim vier chamar céus serafins irei morar então alegrarei perto ti rei perto ti rei deus ti,perto,75,54.67,gospel
857,jesus salvador outro igual todos dias quero louvar maravilhas amor consolo abrigo força refúgio senhor todo ser tudo sempre adorarei aclame senhor toda terra cantemos poder majestade louvores rei montanhas prostrem rujam mares som nome alegre louvo grandes feitos firmado estarei sempre amarei incomparáveis promessas pra mim,senhor,47,95.74,gospel
858,ser humano limitações falhas cheio imperfeições dias prefiro silenciar sentir vento passar hoje doendo parece vento nunca vai passar cansado lutar pra crescimento sei tempo deus ensinando aprendendo adorar conseguir falar entenda lágrimas gesto sincero olhar olhar conseguir falar força faltar perdoe fraqueza vem consolar vem consolar vem consolar consola espirito santo vem consolar espírito santo vem consolar amigo vem consolar preciso tanto tanto tanto ti senhor vem consolar vem consolar vem consolar vem consolar vem consolar vem consolar espirito santo entenda lágrimas senhor perdoe senhor oh senhor vem consolar aleluia senhor espirito santo consola corações aonde agora senhor cremos és deus milagres és deus cura és deus abre portas és deus renova consigamos falar ti vem força senhor,vem,119,52.1,gospel
859,quero ser criança amar és voltar inocência acreditar ti vezes levado vontade crescer torno independente deixo simplesmente crer posso viver longe amor senhor posso viver longe afago senhor posso viver longe abraço senhor abraça abraça abraça braços amor abraça abraça abraça braços amor abraça abraça abraça braços amor quero ser criança amar és voltar inocência acreditar ti vezes levado vontade crescer torno independente deixo simplesmente crer posso viver longe amor senhor posso viver longe afago senhor posso viver longe abraço senhor posso viver longe amor senhor posso viver longe afago senhor posso viver longe abraço senhor posso viver longe amor senhor posso viver longe afago senhor posso viver longe abraço senhor abraça abraça abraça braços amor abraça abraça abraça braços amor abraça abraça abraça braços amor,abraça,126,21.43,gospel
860,acordar ver pensar dia entregar toda vida pois sei podes cuidar acordar ver pensar dia entregar toda vida pois sei podes cuidar tudo irei fazer tudo irei viver decida mim todo momento posso errar voz obedecer devo fazer ensina assim todo momento irei acertar escolhido ouvirei chamar devo falhar cair arriscar escolhido ouvirei chamar viverei pra servir enquanto respirar enquanto respirar acordar ver pensar dia entregar toda vida pois sei podes cuidar acordar ver pensar dia entregar toda vida pois sei podes cuidar tudo irei fazer tudo irei viver decida mim todo momento posso errar voz obedecer devo fazer ensina assim todo momento irei acertar escolhido ouvirei chamar devo falhar cair arriscar escolhido ouvirei chamar viverei pra servir enquanto respirar uoh uoh escolhido ouvirei chamar devo falhar cair arriscar escolhido ouvirei chamar viverei pra servir enquanto respirar escolhido escolhido uoh,escolhido,140,27.86,gospel
861,humilharei nome gritarei criança olha pra mim vestes tocarei figueira subirei pés chorarei olha pra mim humilharei nome gritarei criança olha pra mim vestes tocarei figueira subirei pés chorarei olha pra mim olha pra mim senhor olha pra mim senhor olha pra mim senhor pois preciso olhar farei preciso ver pois posso deixar sigas perceber importa multidão sei preciso preciso olhar farei preciso ver pois posso deixar sigas perceber importa multidão sei preciso preciso olhar,olha,75,34.67,gospel
862,existe canção cada deus escreveu pra ouvir inimigo quer tirar mim fiel fim integrante coral celestial maestro disse especial vivo vive mim ensaiando pra cantar céu pra coral quero cantar declarar santo santo infinitamente adorar dizendo jesus santo santo composição céu vai cantar fiel hino vitória troféu coral quero cantar declarar santo santo infinitamente adorar dizendo jesus santo santo composição céu vai cantar fiel vou erguer troféu adorado exaltado poderoso magnificado jesus cristo glorioso grande dia esperado vou louvar santo senhor adorado exaltado poderoso magnificado jesus cristo glorioso grande dia esperado vou louvar santo senhor coral quero cantar declarar santo santo infinitamente adorar dizendo jesus santo santo composição céu vai cantar fiel hino vitória troféu,santo,115,42.61,gospel
863,oração encontro calma oração encontro paz orar deus faz bem alma falar deus satisfaz falar deus privilégio abrir alma criador sentir céus abertos ouvir voz salvador grande deus obras faz amor limites perdão encontro paz falar deus preciso pois fonte poder nele vida faz sentido pois dá forças pra viver grande deus obras faz amor limites perdão encontro paz oração encontro calma oração encontro paz orar deus faz bem alma falar deus satisfaz orar deus faz bem alma falar deus satisfaz falar deus satisfaz,deus,84,42.86,gospel
864,oleiro aqui hoje vim falar mim vaso quebrou angustiado pedaços hoje quero entregar oleiro podes moldar vaso velho vaso novo quero sentir renovo unção tocar faz mim senhor vaso valor quero ser verdadeiro adorador restaura mim quebrantado coração quero sentir gozo unção levantar mãos adorar exaltar senhor sempre presença quero estar,quero,51,72.55,gospel
865,circunstâncias dizem dá falam tão perto parar coração valente assim quero hoje chamar normal guerra ferir pra morrer vezes pensa fugir cego medo vê gigante bem menor mão deus quero contar história morreu tempo adormeceu coração três dias jesus parou respirar pra fazer ressuscitar tudo bem carne estrutura fé coração valente pode parar normal guerra ferir pra morrer vezes pensa fugir cego medo vê gigante bem menor mão deus quero contar história morreu tempo adormeceu coração três dias jesus parou respirar pra fazer ressuscitar tudo bem carne estrutura fé coração valente pode parar,coração,93,49.46,gospel
866,ninguém super homem deus fez aço leve ombros além deixou mundo natural carne mortal realidade pra chegar ideal inimigo luta pra deixar cruz sabe negou jesus peso tribulação dá pra comparar peso glória céu vai revelar despreze cruz medida deus dia calculou conhece força fraqueza pecador calvário declarou sangue jesus mundo valor despreze cruz renúncia braço equilíbrio pra hoje entende dia irá saber pegadas jesus mapa tesouro deus recompensa pra inimigo luta pra deixar cruz sabe negou jesus peso tribulação dá pra comparar peso glória céu vai revelar despreze cruz medida deus dia calculou conhece força fraqueza pecador calvário declarou sangue jesus mundo valor despreze cruz renúncia braço equilíbrio pra hoje entende dia irá saber pegadas jesus mapa tesouro deus recompensa pra cruz responsabilidade fiel domínio sobre carne ponte céu diga sim pra deus negue trajetória certa escreveu despreze cruz medida deus dia calculou conhece força fraqueza pecador calvário declarou sangue jesus mundo valor despreze cruz renúncia braço equilíbrio pra hoje entende dia irá saber pegadas jesus mapa tesouro deus recompensa pra pra,pra,173,38.73,gospel
867,pensei podia viver mim pensei coisas mundo iriam derrubar orgulho tomou conta ser pecado devastou viver embora disse ó pai dá parte cabe herança pro mundo gastei tudo restou pecado hoje sei nada tudo pai tudo pai toda honra toda glória vitória alcançada vida tudo pai fraco pecador bem forte senhor cura amor tudo pai toda honra toda glória vitória alcançada vida tudo pai fraco pecador bem forte senhor cura amor,pai,71,59.15,gospel
868,eis aqui outra vez diante ti abro coração clamor escutas fazes cair barreiras mim és fiel senhor dizes palavras amor esperança fim sentir toque bondade libertas ser calor desse lugar venho derramar dizer amo derramar dizer preciso derramar dizer grato derramar dizer és formoso,derramar,44,84.09,gospel
869,braços vou entregar medos deixo pés altar todos planos hoje entrego ti toma lugar és bem vindo aqui vem sobre manda chuva nesse lugar presença vou derramar declarar és santo deus som céu vamos ouvir sopra vento suave hoje aqui vou declarar único nome salva jesus nome jesus nome jesus nome jesus nome jesus nome jesus nome jesus nome jesus nome jesus,nome,62,62.9,gospel
870,rei acabe aqui dizer troco vendo negocio herança papai deu chorei demais chegar aonde cheguei rei acabe pergunto suportaria tudo suportei eh eh eh passei noites claro quase desesperei irmãos venderam porque sonhei jogada cinzas deus negar rei acabe vinha vai levar afrontas tantas adoeci chamada adultera esmoreci deus sustenta hoje vou falar rei acabe vinha vai levar rei acabe vinha vai levar rei acabe vinha vai levar deus deu hoje vou falar nabote vende vendo então troca troco então dá leva vinha mata oh jezabel manda mata alí pode matar oh jezabel manda mata alí pode matar passei noites claro quase desesperei irmãos venderam porque sonhei jogada cinzas deus negar rei acabe vinha vai levar afrontas tantas adoeci chamada adultera esmoreci deus sustenta sustenta nabote vende vendo então troca troco então dá leva vinha mata oh jezabel manda mata pode matar oh jezabel manda mata pode matar quanto vale preço ministério unção quanto vale preço ministério unção,rei,158,40.51,gospel
871,eis mar atrás vem faraó trouxe aqui moisés lugar israel assim lamentou então moisés deus clamou deus falou clamas mim toca nestas águas mar abriu israel passou lá vem faraó frente israel chegará primeiro faraó deus lá vem faraó frente israel chegará primeiro faraó deus coluna fogo durante noite guia israel carros faraó meio caminho quebrados paravam israel prevalecia frente seguia noite pra tornou dia israel prevalecia frente seguia noite pra tornou dia lá vem faraó faraó morreu israel chegou primeiro senhor deus lá vem faraó faraó morreu israel chegou primeiro senhor deus canta miriam senhor deus canta mocidade senhor deus velhos cantam senhor deus cantam crianças senhor deus canta israel senhor deus,deus,113,45.13,gospel
872,vou falar alguém pode levar sonhos além vou mostrar mundo melhor mudará caminho vou falar deus mudará vida cruz morreu doou sangue pra curar feridas homem aqui pra amar pra dizer pra quê pra quê chorar chorar sofrer sofrer deus tudo pode pra quê pra quê solidão solidão deixe jesus cristo entrar coração,pra,53,66.04,gospel
873,deus escreveu história antes nascer sorriu imaginou preocupando fazer cada detalhe pais sabiam iria nascer grande vencedor ventre mãe jesus colocou fruto ali gerado milagre inimigo lutou fim gestação tentando fim noção ali nascia alguém segundo coração deus então nasceu terra crescendo cumprindo chamado pouco pouco construindo legado fazendo melhor pra deixar história alguém falou pode ungido sofrer tanto assim pode ser provado nunca desistir sabem fez promessa sabendo senhor enquanto muitos acreditando bênção chegando tá chegando tá chegando tá chegando vitoria ponteiro relógio marcando hora hoje deus olhando pra alguém aqui alguém quero ver quero ver quero ver vida ser abençoada quero ver história hoje ser mudada quero ver porta abrir quero ver quero ver deus vai honrar vai surpreender pediu deus hoje vai fazer vai quebrar grilhões desatar prisões novo hino vai cantar lugares altos vai chegar tempo deus determinou hora ser vencedor fim desse deserto fim desse deserto começo vitória começo vitória fim desse deserto fim desse deserto começo vitória começo vitória,quero,165,62.42,gospel
874,sinto falta voz chamando pra entrar sinto tanta saudade caminhar contigo saudades amigo saudades pai pai sei mereço pra onde ir sinto tanta saudade conversar contigo saudades amigo saudades pai vou voltar pra casa pai quero amor casa pai repousar tranquilo braços pai,pai,43,60.47,gospel
875,espírito santo vinde falar mim espírito santo vinde orar mim vinde curar vinde libertar corações toda opressão vinde transformar vem incendiar traz fogo céu nesse lugar incendeia alma incendeia alma incendeia alma senhor incendeia alma incendeia alma incendeia alma senhor,incendeia,40,55.0,gospel
876,avião asa fogueira brasa assim futebol bola piu piu frajola assim ser assim desejo fim quero todo instante mil alto falantes vão poder falar mim amor beijinho buchecha claudinho assim circo palhaço namoro amasso assim tô louco pra ver chegar tô louco pra ter mãos deitar abraço retomar pedaço falta coração existo longe solidão pior castigo conto horas pra poder ver relógio tá mal comigo quê quê neném chupeta romeu julieta assim carro estrada queijo goiabada assim ser assim desejo fim quero todo instante mil alto falantes vão poder falar mim existo longe solidão pior castigo conto horas pra poder ver relógio tá mal comigo,assim,105,60.0,gospel
877,chuva diferente agora formando céu temporal benção poder calor tão glorioso invade toda igreja º puro fogo santo poder pra fazer enfermidade desaparecer pra fazer inimigo fugir nuvem vitória sobre igreja previsão deus diz vai chover vai chover línguas estranhas todos lados desse temporal quero sair molhado molhado revestido poder agora impossível vai acontecer promessa deus fogo vai descer poder promessa deus fogo vai descer poder começa acontecer debaixo dessa chuva posso contemplar aleluia daqui glória aleluia lá inundando irmãos benção mãos vejo milhares anjos vindo imenso trovão desse lado poder desse lado vitória aqui frente irmãos sendo batizados dando glória ali meio fogo cai toda enfermidade resiste sai santo nome jesus chuva diferente agora inundando igreja temporal benção poder calor tão glorioso queimando pecado destruindo tudo aflige º puro fogo santo poder fez enfermidade desaparecer fez inimigo fugir nuvem vitória continua igreja previsão diz ainda vai chover º puro fogo santo poder,poder,153,54.9,gospel
878,sabe filho quero falar visto lamento dor diz senhor vou suportar pois luta tão grande quase desanimar olha filho leste história deixei trono glória pra morrer ti lá rua central jerusalém cada passo dava marca sangue ficava coroa espinhos colocaram cravos pontiagudos naquela cruz pregaram lança afiada transpassou nessa hora agonia pai desamparou lança afiada transpassou nessa hora agonia pai desamparou nessa hora amigos desprezaram pedro três vezes negou lázaro amigo ressuscitei procurei olhos avistei tudo passei amar pra hoje pudesse entender problemas todos posso resolver basta somente crer solução chegou pra estás doente remédio estás cansado posso aliviar venci vencerá jesus cristo único pode ajudar venci vencerá jesus cristo verdadeiro filho deus,filho,113,82.3,gospel
879,tanta coisa grão areia imensidão cabe quase mundo inteiro peito carrego todas memorias todos sabores daqui provei levo comigo abraços ganhei definir palavra resumir historia canção dessa vida levasse nome cristo tudo vivi todos amores terras pisei amigos ganhei nada melhor nada falta encontrei cristo tudo vivi todos castelos tudo alcancei tudo sei nada melhor quero nada encontrei jesus paz estrada doce companhia coração ombro amigo onde despejo mágoas sorriso sincero esperança cada novo amanhecer amor seguro ninguém pode roubar boca cheia palavra tema incansável canção vida aponte nome cristo tudo vivi todos amores terras pisei amigos ganhei nada melhor nada falta encontrei cristo tudo vivi todos castelos tudo alcancei tudo sei nada melhor quero nada encontrei jesus pode ser rei poder mãos mal escravo sim tudo vivi todos amores mil vezes prefiro jesus servi lo fim tudo vivi todos castelos tudo alcancei tudo sei nada melhor quero nada encontrei jesus nada melhor quero nada,tudo,155,54.84,gospel
880,adore meio luta além contemplar senhor escuta louve vento assopre rosto causando sofrimento glorifique exalte deus esquece providência desce hoje pra ajudar chave madeira abre porta águas vitória deságua hoje irmão lar olha deus resolvendo impossível multidões gritando incrível '' coisa pra nenhum mortal deus faz sobrenatural entra batalha pra ganhar ordena morto levantar importa quantos dias faz morreu disse coisa pra deus lázaro vem bartimeu enxergue agora escute viúva naim velório chegou fim ei beira deste tanque tome cama agora levante escutando senhor curando '' senhor curando glorificando deus fazendo impossível pra mundo inteiro dizer incrível '' senhor curando glorificando deus fazendo impossível pra mundo inteiro dizer incrível '' coisa pra deus coisa pra deus coisa pra deus coisa pra deus coisa pra deus coisa pra deus coisa pra deus,deus,131,60.31,gospel
881,olhei enxerguei dor vi quanto humilhou sei marca ficou ei remidor tempo senhor levanta resposta chegou desertos duram pra sempre pressão aumente aguente filho aguente nunca chamarão desamparado nunca olharão alguém desprezado nunca diz senhor desertos duram pra sempre pressão aumente aguente filho aguente nunca chamarão desamparado nunca olharão alguém desprezado nunca diz senhor eis faço coisa nova dou rumo novo ensino lutar removendo fardo prossiga alvo olhe trás nunca nunca nunca chamarão desamparado nunca olharão alguém desprezado nunca nunca chamarão desamparado nunca olharão alguém desprezado nunca diz senhor assim diz senhor,nunca,92,51.09,gospel
882,eis aqui esquadrinhas desde nascimento anos escrevestes todos demonstraste amor nuvens cinzas fecharam sobre mim olhar pro céu alto ouvi és filho amado acho prazer eis aqui reconheces cada movimento dores conheces todas ti espero redenção veio dia mal ti recorri olhar pro céu alto ouvi és filho amado acho prazer irei aí levando identidade irei aí sabendo ser amado verdade irei aí sabendo venho vou lugar guardado amor filho amado achas prazer,amado,73,68.49,gospel
883,deus quero herança importa quanto tempo preciso esperar quero fazer fez calebe quarenta cinco anos deixou coração envelhecer tempo passando combates findando chegou josué assim falou dá '' terra gigantes tão forte antes assumiu combate tomou posse ninguém irá roubar agindo deus impedirá começou boa obra mim fiel vai dia terminar deus quero herança importa quanto tempo preciso esperar quero fazer fez calebe quarenta cinco anos deixou coração envelhecer tempo passando combates findando chegou josué assim falou dá '' terra gigantes tão forte antes assumiu combate tomou posse ninguém irá roubar agindo deus impedirá começou boa obra mim fiel vai dia terminar começou mim boa obra fiel terminá la sei começou mim boa obra fiel terminá la ninguém irá roubar agindo deus impedirá começou boa obra mim fiel vai dia terminar ninguém irá roubar agindo deus impedirá começou boa obra mim fiel vai dia terminar,deus,145,35.17,gospel
884,morte ali cruz carregando dor expôs mim entregou lugar deu nova chance vou recomeçar vou deixar cruz tudo passou tudo ficou pra trás olho pra corro pra amor chama dependo desse amor amor tudo confio amor poder pra curar dores,pra,40,75.0,gospel
885,muda estações rei todas nações trabalha cansa maior ninguém alcança guarda israel pode dizer fiel faço quero vou preso último primeiro lírio vales trindade real miragem temam pois qualquer deus igreja venço peleja todo lugar nome sobre universo longe perto ar respiras própria vida toda glória resta aqui nessa festa antes mundo existisse antes mar vermelho abrisse antes grande sol nascesse antes homem conhecesse antes elegessem reis terra antes começar festa antes ciência avance antes inimigo levante faço pego posso vejo sinto prego mando desmando mudo lugar pego menor baixo ponho cima pra reinar faço mato traço ajo salvo batizo encho vaso derramo glória graça poder adorar pra ver posso fazer sobre universo,antes,113,84.96,gospel
886,assim mudam estações acaba frio inverno espalham vida flores primavera domingo assim sol manhã anunciava setembro trouxe perfume faltava filha menina escolhida deus pra fazer sorrir vida dias primavera flor bela deus plantou jardim filha menina escolhida deus pra fazer sorrir vida dias primavera flor bela tão bela quanto rosas preciosa lírio vales nome forte flor resiste deserto sorriso memória estará sempre guardado tão bela preciosa filha amada pai bela tão bela nascer transformou história filha menina escolhida deus pra fazer sorrir vida dias primavera flor bela deus plantou jardim filha menina escolhida deus pra fazer sorrir vida dias primavera flor bela,bela,102,49.02,gospel
887,tudo difícil multidão cansou deus nunca falha nunca falhou luta grande fez perder fé deus entra guerra peleja levante olhos veja sobrenatural promessa deus vence mal levante olhos veja sobrenatural promessa deus vence mal vence mal morrerei enquanto promessa cumprir promessa deus morre desiste fé fé abraão tudo difícil multidão cansou deus nunca falha nunca falhou luta grande fez perder fé deus entra guerra peleja levante olhos veja sobrenatural promessa deus vence mal levante olhos veja sobrenatural promessa deus vence mal vence mal morrerei enquanto promessa cumprir promessa deus morre desiste fé fé abraão levante olhos veja sobrenatural promessa deus vence mal,deus,102,28.43,gospel
888,cobre mãos poder vem esconder senhor trovão mar erguendo vêm sobre tempestade voarei sobre águas és rei descansarei pois sei és deus alma segura ti sabe bem cristo firme trovão mar erguendo vêm sobre tempestade voarei sobre águas és rei descansarei pois sei és deus,sobre,45,60.0,gospel
889,divino companheiro caminho presença sinto logo transitar dissipaste toda sombra luz luz bendita amor fica senhor faz tarde tens coração pousar faz mim morada permanente fica senhor fica senhor salvador sombra noite aproxima nela tentador vai chegar deixes caminho ajuda ajuda chegar,fica,42,76.19,gospel
890,desde princípio sonhei desde momento olhos levantei desde dia sozinha olhar encontrou soube amava entendi soube buscava mim tempo esperou então cheguei soube amava entendi podia resistir beijo amor entreguei coração apaixonei longe percebi carinho amor pra mim sussurro ouvi voz silêncio chamando cada dia pra ti soube amava entendi soube buscava mim tempo esperou então cheguei soube amava entendi podia resistir beijo amor entreguei coração apaixonei soube amava entendi soube buscava mim tempo esperou então cheguei soube amava entendi podia resistir beijo amor entreguei coração apaixonei apaixonei aqui,soube,89,42.7,gospel
891,palavra escondi guardada coração pra pecar contra ti senhor palavra escondi vestes sangue lavei águas bebi pra ser oferta agradável ti vida ti consagrei dons talentos pra servir dons preciosos vejo razão vida ti és senhor deus assim fogo refina ouro vem obra mim completar mundo possa ver glória rosto brilhar palavra escondi guardada coração pra pecar contra ti senhor palavra escondi vestes sangue lavei águas bebi pra ser oferta agradável ti vida ti consagrei dons talentos pra servir dons preciosos vejo razão vida ti és senhor deus assim fogo refina ouro vem obra mim completar mundo possa ver glória rosto brilhar mundo possa ver glória rosto brilhar,ti,108,37.96,gospel
892,encontrei jesus jardim nunca vi nada tão lindo assim dores entreguei mãos jesus falando pra mim feridas recebi saíram sangue dor mal venci porque saia amor sempre amor deixei ser tão chagado ferido sinta amado querido pois amor cura dor cruz sangue derramado sinta querido amado pois amor cura dor cura dor então jesus pediu assim mágoas mim saíssem dor hoje diante saísse amor sempre assim deixei ser tão chagado ferido sinta amado querido pois amor cura dor cruz sangue derramado sinta querido amado pois amor cura dor cura dor,dor,90,48.89,gospel
893,digno és glória louvor levantamos mãos adoramos ó senhor digno és glória louvor levantamos mãos adoramos ó senhor porque grande és maravilhas fazes outro igual ti outro igual ti porque grande és maravilhas fazes outro igual ti outro igual ti,és,40,40.0,gospel
894,pai aqui pra conversar contigo pai preciso ouvir voz amigo senhor pai pode ajudar errei outra vez quero acertar pai consciente mereço ter outra chance tentar novo recomeço conheces bem sabes tudo mim preciso falar quero escutar pois falas comigo fogo acende queima inflama faz ser novo crente fala hoje aqui quero ouvir dá nova unção quero renovação pai confesso assim queria pai tentei jeito porque entendia penso pensas planos planos pai rendo diante vontade quebra amassa faz vaso verdade conheces bem sabes tudo mim preciso falar quero escutar,pai,89,71.91,gospel
895,bom pastor ovelhas guardarei outro oficio quanta vida darei maus pastores dia sombra cuidaram rebanho perdeu vou sair campo reunir conduzir salvar bom pastor ovelhas guardarei outro oficio quantas vidas darei,bom,31,77.42,gospel
896,sangue cruz levam volta pra deus morte vida trevas venceu amor conquistou eterno devedor véu rasgou luz mim brilhou glória cobriu vencedor vencedor sei sala trono quero ir pra lá novo vivo caminho sei sala trono quero ir pra lá novo vivo caminho,pra,43,72.09,gospel
897,ouviu filho perguntar cordeiro onde coração sangrou ouviu pai responder deus irá prover coração temeu lado lado silêncio dois choraram verem chegando lugar decisão pedido assim parte coração escolher fé razão dizer opção fé pede sim preciso enfrentar alma quer fugir difícil ser abraão filho entregar ser isaac deitar sobre pedras altar ouviu filho perguntar cordeiro onde coração sangrou ouviu pai responder deus irá prover coração temeu lado lado silêncio dois choraram verem chegando lugar decisão pedido assim parte coração escolher fé razão dizer opção fé pede sim preciso enfrentar alma quer fugir difícil ser abraão filho entregar ser isaac deitar sobre pedras altar dizer opção fé pede sim preciso enfrentar alma quer fugir preciso ser abraão tudo entregar ser isaac deitar sobre pedras preciso coragem pra subir preciso ter fé pra aceitar preciso ter força dizer sim deitar sobre pedras altar,preciso,142,36.62,gospel
898,sempre achei difícil entender duas vidas podem tornar apenas encontrei amei milagre aconteceu então entendi deus sempre plano preciso paciência ouvir voz deus pensava criou acho pensando mim porque deu sonhei deu podia imaginar prometo lado vou estar horas difíceis contigo vou chorar onde quer vida levar coração vai junto sempre vou amar deus plano preciso paciência ouvir voz deus pensava criou acho pensando mim porque deu sonhei deu podia imaginar dois agora bate coração juntos sempre viveremos sempre amaremos assim posso perceber nada inspiração move coração deus pensava criou acho pensando mim porque deu sonhei lembrou quantas vezes joelhos orei abençoou deus abençoou deu amor amor deu podia imaginar,deu,110,60.0,gospel
